nome_municipio,codigo_ibge,SG_UF,FEMININO,MASCULINO,NÃO DIVULGÁVEL,NÃO INFORMADO
BELA VISTA DO PARAÍSO,4102802,PR,8,43,0,0
BELA VISTA DO PIAUÍ,2201556,PI,4,48,0,0
BELA VISTA DO TOLDO,4202131,SC,4,45,0,0
BELFORD ROXO,3300456,RJ,11,109,0,0
BELMIRO BRAGA,3106101,MG,9,41,0,0
BELMONTE,2903409,BA,10,46,0,0
BELMONTE,4202156,SC,9,43,0,0
BELO CAMPO,2903508,BA,3,56,0,0
BELO HORIZONTE,3106200,MG,30,194,0,0
BELO JARDIM,2601706,PE,3,67,0,0
BELO MONTE,2700904,AL,11,40,0,0
BELO ORIENTE,3106309,MG,7,50,0,0
BELO VALE,3106408,MG,6,42,0,0
BELTERRA,1501451,PA,10,44,0,0
BELÁGUA,2101731,MA,5,45,0,0
BELÉM,1501402,PA,26,168,0,0
BELÉM,2501906,PB,9,53,0,0
BELÉM,2700805,AL,5,45,0,0
BELÉM DE MARIA,2601508,PE,13,38,0,0
BELÉM DE SÃO FRANCISCO,2601607,PE,10,48,0,0
BELÉM DO BREJO DO CRUZ,2502003,PB,16,38,0,0
BELÉM DO PIAUÍ,2201572,PI,5,47,0,0
BENEDITINOS,2201606,PI,11,38,0,0
BENEDITO LEITE,2101806,MA,9,43,0,0
BENEDITO NOVO,4202206,SC,8,42,0,0
BENEVIDES,1501501,PA,8,41,0,0
BENJAMIN CONSTANT,1300607,AM,5,58,0,0
BENJAMIN CONSTANT DO SUL,4302055,RS,2,51,0,0
BENTO DE ABREU,3506201,SP,9,43,0,0
BENTO FERNANDES,2401602,RN,9,41,0,0
BENTO GONÇALVES,4302105,RS,4,84,0,0
BEQUIMÃO,2101905,MA,8,49,0,0
BERILO,3106507,MG,5,46,0,0
BERIZAL,3106655,MG,8,42,0,0
BERNARDINO BATISTA,2502052,PB,9,44,0,0
BERNARDINO DE CAMPOS,3506300,SP,6,47,0,0
BERNARDO DO MEARIM,2101939,MA,8,44,0,0
BERNARDO SAYÃO,1703206,TO,5,46,0,0
BERTIOGA,3506359,SP,5,40,0,0
BERTOLÍNIA,2201705,PI,14,38,0,0
BERTÓPOLIS,3106606,MG,4,47,0,0
BERURI,1300631,AM,13,33,0,0
BETIM,3106705,MG,7,103,0,0
BETÂNIA,2601805,PE,17,35,0,0
BETÂNIA DO PIAUÍ,2201739,PI,8,44,0,0
BEZERROS,2601904,PE,1,68,0,0
BIAS FORTES,3106804,MG,5,47,0,0
BICAS,3106903,MG,9,40,0,0
BIGUAÇU,4202305,SC,8,65,0,0
BILAC,3506409,SP,6,44,0,0
BIQUINHAS,3107000,MG,6,46,0,0
BIRIGUI,3506508,SP,9,71,0,0
BIRITIBA MIRIM,3506607,SP,5,55,0,0
BIRITINGA,2903607,BA,8,47,0,0
BITURUNA,4102901,PR,6,43,0,0
BLUMENAU,4202404,SC,2,84,0,0
BOA ESPERANÇA,3107109,MG,2,64,0,0
BOA ESPERANÇA,3201001,ES,4,47,0,0
BOA ESPERANÇA,4103008,PR,3,49,0,0
BOA ESPERANÇA DO IGUAÇU,4103024,PR,2,41,0,0
BOA ESPERANÇA DO SUL,3506706,SP,5,43,0,0
BOA HORA,2201770,PI,14,37,0,0
BOA NOVA,2903706,BA,4,53,0,0
BOA SAÚDE,2405306,RN,11,40,0,0
BOA VENTURA,2502102,PB,8,55,0,0
BOA VENTURA DE SÃO ROQUE,4103040,PR,8,42,0,0
BOA VIAGEM,2302404,CE,23,57,0,0
BOA VISTA,1400100,RR,15,84,0,0
BOA VISTA,2502151,PB,0,48,0,0
BOA VISTA DA APARECIDA,4103057,PR,1,48,0,0
BOA VISTA DAS MISSÕES,4302154,RS,6,46,0,0
BOA VISTA DO BURICÁ,4302204,RS,11,41,0,0
BOA VISTA DO CADEADO,4302220,RS,3,48,0,0
BOA VISTA DO GURUPI,2101970,MA,8,43,0,0
BOA VISTA DO INCRA,4302238,RS,7,43,0,0
BOA VISTA DO RAMOS,1300680,AM,12,37,0,0
BOA VISTA DO SUL,4302253,RS,10,42,0,0
BOA VISTA DO TUPIM,2903805,BA,10,49,0,0
BOCA DA MATA,2701001,AL,5,52,0,0
BOCA DO ACRE,1300706,AM,10,45,0,0
BOCAINA,2201804,PI,11,41,0,0
BOCAINA,3506805,SP,4,46,0,0
BOCAINA DE MINAS,3107208,MG,5,46,0,0
BOCAINA DO SUL,4202438,SC,12,39,0,0
BOCAIÚVA,3107307,MG,1,61,0,0
BOCAIÚVA DO SUL,4103107,PR,7,41,0,0
BODOCÓ,2602001,PE,5,58,0,0
BODOQUENA,5002159,MS,9,41,0,0
BODÓ,2401651,RN,9,43,0,0
BOFETE,3506904,SP,10,44,0,0
BOITUVA,3507001,SP,8,56,0,0
BOM CONSELHO,2602100,PE,19,40,0,0
BOM DESPACHO,3107406,MG,10,44,0,0
BOM JARDIM,2102002,MA,12,54,0,0
BOM JARDIM,2602209,PE,18,47,0,0
BOM JARDIM,3300506,RJ,7,50,0,0
BOM JARDIM DA SERRA,4202503,SC,10,42,0,0
BOM JARDIM DE GOIÁS,5203401,GO,2,48,0,0
BOM JARDIM DE MINAS,3107505,MG,4,46,0,0
BOM JESUS,2201903,PI,6,53,0,0
BOM JESUS,2401701,RN,15,35,0,0
BOM JESUS,2502201,PB,15,37,0,0
BOM JESUS,4202537,SC,6,46,0,0
BOM JESUS,4302303,RS,8,43,0,0
BOM JESUS DA LAPA,2903904,BA,11,62,0,0
BOM JESUS DA PENHA,3107604,MG,12,39,0,0
BOM JESUS DA SERRA,2903953,BA,3,48,0,0
BOM JESUS DAS SELVAS,2102036,MA,13,43,0,0
BOM JESUS DE GOIÁS,5203500,GO,10,45,0,0
BOM JESUS DO AMPARO,3107703,MG,18,32,0,0
BOM JESUS DO ARAGUAIA,5101852,MT,6,44,0,0
BOM JESUS DO GALHO,3107802,MG,6,54,0,0
BOM JESUS DO ITABAPOANA,3300605,RJ,2,65,0,0
BOM JESUS DO NORTE,3201100,ES,2,48,0,0
BOM JESUS DO OESTE,4202578,SC,10,42,0,0
BOM JESUS DO SUL,4103156,PR,7,46,0,0
BOM JESUS DO TOCANTINS,1501576,PA,5,47,0,0
BOM JESUS DO TOCANTINS,1703305,TO,10,40,0,1
BOM JESUS DOS PERDÕES,3507100,SP,10,44,0,0
BOM LUGAR,2102077,MA,4,51,0,0
BOM PRINCÍPIO,4302352,RS,5,47,0,0
BOM PRINCÍPIO DO PIAUÍ,2201919,PI,12,38,0,0
BOM PROGRESSO,4302378,RS,2,50,0,0
BOM REPOUSO,3107901,MG,3,47,0,0
BOM RETIRO,4202602,SC,8,44,0,0
BOM RETIRO DO SUL,4302402,RS,2,49,0,0
BOM SUCESSO,2502300,PB,11,43,0,0
BOM SUCESSO,3108008,MG,4,51,0,0
BOM SUCESSO,4103206,PR,7,42,0,0
BOM SUCESSO DE ITARARÉ,3507159,SP,5,45,0,0
BOM SUCESSO DO SUL,4103222,PR,4,47,0,0
BOMBINHAS,4202453,SC,8,40,0,0
BONFIM,1400159,RR,9,44,0,0
BONFIM,3108107,MG,3,46,0,0
BONFIM DO PIAUÍ,2201929,PI,3,51,0,0
BONFINÓPOLIS,5203559,GO,8,42,0,0
BONFINÓPOLIS DE MINAS,3108206,MG,12,41,0,0
BONINAL,2904001,BA,8,43,0,0
BONITO,1501600,PA,5,46,0,0
BONITO,2602308,PE,9,57,0,0
BONITO,2904050,BA,6,47,0,0
BONITO,5002209,MS,12,43,0,0
BONITO DE MINAS,3108255,MG,10,41,0,0
BONITO DE SANTA FÉ,2502409,PB,1,53,0,0
BONÓPOLIS,5203575,GO,1,51,0,0
BOQUEIRÃO,2502508,PB,2,58,0,0
BOQUEIRÃO DO LEÃO,4302451,RS,2,50,0,0
BOQUEIRÃO DO PIAUÍ,2201945,PI,5,44,0,0
BOQUIM,2800670,SE,9,50,0,0
BOQUIRA,2904100,BA,6,52,0,0
BORACÉIA,3507308,SP,3,48,0,0
BORBA,1300805,AM,9,38,0,0
BORBOREMA,2502706,PB,10,42,0,0
BORBOREMA,3507407,SP,3,49,0,0
BORDA DA MATA,3108305,MG,11,43,0,0
BOREBI,3507456,SP,3,46,0,0
BORRAZÓPOLIS,4103305,PR,4,46,0,0
BORÁ,3507209,SP,2,48,0,0
BOSSOROCA,4302501,RS,13,39,0,0
BOTELHOS,3108404,MG,2,47,0,0
BOTUCATU,3507506,SP,8,55,0,0
BOTUMIRIM,3108503,MG,6,42,0,0
BOTUPORÃ,2904209,BA,3,48,0,0
BOTUVERÁ,4202701,SC,8,43,0,0
BOZANO,4302584,RS,5,47,0,0
BRAGA,4302600,RS,8,44,0,0
BRAGANEY,4103354,PR,9,43,0,0
BRAGANÇA,1501709,PA,8,72,0,0
BRAGANÇA PAULISTA,3507605,SP,17,72,0,0
BRANQUINHA,2701100,AL,10,39,0,0
BRASIL NOVO,1501725,PA,11,40,0,0
BRASILEIRA,2201960,PI,10,42,0,0
BRASILÂNDIA,5002308,MS,12,40,0,0
BRASILÂNDIA DE MINAS,3108552,MG,5,45,0,0
BRASILÂNDIA DO SUL,4103370,PR,4,48,0,0
BRASILÂNDIA DO TOCANTINS,1703602,TO,14,38,0,0
BRASILÉIA,1200104,AC,10,46,0,0
BRASNORTE,5101902,MT,7,42,0,0
BRASÍLIA DE MINAS,3108602,MG,13,54,0,0
BRAZABRANTES,5203609,GO,6,46,0,0
BRAZÓPOLIS,3108909,MG,6,43,0,0
BRAÇO DO NORTE,4202800,SC,13,44,0,0
BRAÇO DO TROMBUDO,4202859,SC,12,39,0,0
BRAÚNA,3507704,SP,6,44,0,0
BRAÚNAS,3108800,MG,4,45,0,0
BREJETUBA,3201159,ES,5,43,0,0
BREJINHO,2401800,RN,14,38,0,0
BREJINHO,2602506,PE,5,47,0,0
BREJINHO DE NAZARÉ,1703701,TO,11,41,0,0
BREJO,2102101,MA,17,48,0,0
BREJO ALEGRE,3507753,SP,8,42,0,0
BREJO DA MADRE DE DEUS,2602605,PE,5,57,0,0
BREJO DE AREIA,2102150,MA,15,28,0,0
BREJO DO CRUZ,2502805,PB,2,54,0,0
BREJO DO PIAUÍ,2201988,PI,4,48,0,0
BREJO DOS SANTOS,2502904,PB,6,48,0,0
BREJO GRANDE,2800704,SE,5,43,0,0
BREJO GRANDE DO ARAGUAIA,1501758,PA,6,43,0,0
BREJO SANTO,2302503,CE,9,62,0,0
BREJOLÂNDIA,2904407,BA,11,41,0,0
BREJÃO,2602407,PE,4,47,0,0
BREJÕES,2904308,BA,12,37,0,0
BREU BRANCO,1501782,PA,26,37,0,0
BREVES,1501808,PA,17,60,0,0
BRITÂNIA,5203807,GO,3,48,0,0
BROCHIER,4302659,RS,3,49,0,0
BRODOWSKI,3507803,SP,4,56,0,0
BROTAS,3507902,SP,10,49,0,0
BROTAS DE MACAÚBAS,2904506,BA,9,44,0,0
BRUMADINHO,3109006,MG,10,54,0,0
BRUMADO,2904605,BA,8,64,0,0
BRUNÓPOLIS,4202875,SC,3,48,0,0
BRUSQUE,4202909,SC,4,70,0,0
BRÁS PIRES,3108701,MG,8,44,0,0
BUENO BRANDÃO,3109105,MG,13,38,0,0
BUENOS AIRES,2602704,PE,3,44,0,0
BUENÓPOLIS,3109204,MG,6,43,0,0
BUERAREMA,2904704,BA,9,49,0,0
BUGRE,3109253,MG,10,41,0,0
BUJARI,1200138,AC,8,42,0,0
BUJARU,1501907,PA,10,44,0,0
BURI,3508009,SP,6,51,0,0
BURITAMA,3508108,SP,5,53,0,0
BURITI,2102200,MA,9,47,0,0
BURITI ALEGRE,5203906,GO,3,50,0,0
BURITI BRAVO,2102309,MA,7,53,0,0
BURITI DE GOIÁS,5203939,GO,1,50,0,0
BURITI DO TOCANTINS,1703800,TO,14,38,0,0
BURITI DOS LOPES,2202000,PI,18,41,0,0
BURITI DOS MONTES,2202026,PI,6,46,0,0
BURITICUPU,2102325,MA,14,54,0,0
BURITINÓPOLIS,5203962,GO,3,48,0,0
BURITIRAMA,2904753,BA,6,51,0,0
BURITIRANA,2102358,MA,6,47,0,0
BURITIS,1100452,RO,7,49,0,0
BURITIS,3109303,MG,13,38,0,0
BURITIZAL,3508207,SP,17,35,0,0
BURITIZEIRO,3109402,MG,6,51,0,0
BUTIÁ,4302709,RS,6,43,0,0
BUÍQUE,2602803,PE,9,59,0,0
BÁLSAMO,3504800,SP,8,42,0,0
CAAPIRANGA,1300839,AM,5,43,0,0
CAAPORÃ,2503001,PB,9,50,0,0
CAARAPÓ,5002407,MS,4,55,0,0
CAATIBA,2904803,BA,3,49,0,0
CABACEIRAS,2503100,PB,1,50,0,0
CABACEIRAS DO PARAGUAÇU,2904852,BA,11,46,0,0
CABECEIRA GRANDE,3109451,MG,10,40,0,0
CABECEIRAS,5204003,GO,0,51,0,0
CABECEIRAS DO PIAUÍ,2202059,PI,15,37,0,0
CABEDELO,2503209,PB,6,66,0,0
CABIXI,1100031,RO,3,47,0,0
CABO DE SANTO AGOSTINHO,2602902,PE,9,81,0,0
CABO FRIO,3300704,RJ,4,77,0,0
CABO VERDE,3109501,MG,2,48,0,0
CABREÚVA,3508405,SP,13,37,0,0
CABROBÓ,2603009,PE,7,50,0,0
CABRÁLIA PAULISTA,3508306,SP,11,40,0,0
CACAULÂNDIA,1100601,RO,10,40,0,0
CACEQUI,4302907,RS,8,43,0,0
CACHOEIRA,2904902,BA,11,51,0,0
CACHOEIRA ALTA,5204102,GO,7,43,0,0
CACHOEIRA DA PRATA,3109600,MG,9,41,0,0
CACHOEIRA DE GOIÁS,5204201,GO,9,43,0,0
CACHOEIRA DE MINAS,3109709,MG,6,43,0,0
CACHOEIRA DE PAJEÚ,3102704,MG,9,41,0,0
CACHOEIRA DO ARARI,1502004,PA,16,40,0,0
CACHOEIRA DO PIRIÁ,1501956,PA,9,48,0,0
CACHOEIRA DO SUL,4303004,RS,7,72,0,0
CACHOEIRA DOS ÍNDIOS,2503308,PB,4,50,0,0
CACHOEIRA DOURADA,3109808,MG,9,43,0,0
CACHOEIRA DOURADA,5204250,GO,12,38,0,0
CACHOEIRA GRANDE,2102374,MA,6,46,0,0
CACHOEIRA PAULISTA,3508603,SP,10,54,0,0
CACHOEIRAS DE MACACU,3300803,RJ,3,63,0,0
CACHOEIRINHA,1703826,TO,5,46,0,0
CACHOEIRINHA,2603108,PE,8,49,0,0
CACHOEIRINHA,4303103,RS,8,79,0,0
CACHOEIRO DE ITAPEMIRIM,3201209,ES,2,90,0,0
CACIMBA DE AREIA,2503407,PB,8,44,0,0
CACIMBA DE DENTRO,2503506,PB,11,50,0,0
CACIMBAS,2503555,PB,3,49,0,0
CACIMBINHAS,2701209,AL,12,40,0,0
CACIQUE DOBLE,4303202,RS,5,46,0,0
CACOAL,1100049,RO,8,54,0,0
CACONDE,3508702,SP,6,42,0,0
CACULÉ,2905008,BA,4,56,0,0
CAEM,2905107,BA,8,45,0,0
CAETANOS,2905156,BA,1,52,0,0
CAETANÓPOLIS,3109907,MG,7,41,0,0
CAETITÉ,2905206,BA,6,65,0,0
CAETÉ,3110004,MG,4,62,0,0
CAETÉS,2603207,PE,7,52,0,0
CAFARNAUM,2905305,BA,7,51,0,0
CAFEARA,4103404,PR,1,51,0,0
CAFELÂNDIA,3508801,SP,2,58,0,0
CAFELÂNDIA,4103453,PR,11,41,0,0
CAFEZAL DO SUL,4103479,PR,5,47,0,0
CAIABU,3508900,SP,9,41,0,0
CAIANA,3110103,MG,3,47,0,0
CAIAPÔNIA,5204409,GO,8,49,0,0
CAIBATÉ,4303301,RS,14,38,0,0
CAIBI,4203105,SC,8,44,0,0
CAICÓ,2402006,RN,8,67,0,0
CAIEIRAS,3509007,SP,10,44,0,0
CAIRU,2905404,BA,1,55,0,0
CAIUÁ,3509106,SP,6,41,0,0
CAIÇARA,2503605,PB,14,42,0,0
CAIÇARA,4303400,RS,7,42,0,0
CAIÇARA DO NORTE,2401859,RN,7,45,0,0
CAIÇARA DO RIO DO VENTO,2401909,RN,11,40,0,0
CAJAMAR,3509205,SP,6,67,0,0
CAJAPIÓ,2102408,MA,9,50,0,0
CAJARI,2102507,MA,5,52,0,0
CAJATI,3509254,SP,8,41,0,0
CAJAZEIRAS,2503704,PB,9,69,0,0
CAJAZEIRAS DO PIAUÍ,2202075,PI,7,45,0,0
CAJAZEIRINHAS,2503753,PB,6,45,0,0
CAJOBI,3509304,SP,3,49,0,0
CAJUEIRO,2701308,AL,12,43,0,0
CAJUEIRO DA PRAIA,2202083,PI,6,43,0,0
CAJURI,3110202,MG,12,40,0,0
CAJURU,3509403,SP,3,49,0,0
CALDAS,3110301,MG,7,44,0,0
CALDAS BRANDÃO,2503803,PB,9,42,0,0
CALDAS NOVAS,5204508,GO,8,66,0,0
CALDAZINHA,5204557,GO,9,42,0,0
CALDEIRÃO GRANDE,2905503,BA,5,45,0,0
CALDEIRÃO GRANDE DO PIAUÍ,2202091,PI,9,43,0,0
CALIFÓRNIA,4103503,PR,7,43,0,0
CALMON,4203154,SC,9,42,0,0
CALUMBI,2603405,PE,14,37,0,0
CALÇADO,2603306,PE,2,47,0,0
CALÇOENE,1600204,AP,5,45,0,0
CAMACAN,2905602,BA,6,59,0,0
CAMACHO,3110400,MG,9,40,0,0
CAMALAÚ,2503902,PB,8,43,0,0
CAMAMU,2905800,BA,3,60,0,0
CAMANDUCAIA,3110509,MG,3,52,0,0
CAMAPUÃ,5002605,MS,5,47,0,0
CAMAQUÃ,4303509,RS,10,71,0,0
CAMARAGIBE,2603454,PE,3,64,0,0
CAMARGO,4303558,RS,9,43,0,0
CAMAÇARI,2905701,BA,14,81,0,0
CAMBARÁ,4103602,PR,2,50,0,0
CAMBARÁ DO SUL,4303608,RS,8,43,0,0
CAMBIRA,4103800,PR,12,38,0,0
CAMBORIÚ,4203204,SC,15,55,0,0
CAMBUCI,3300902,RJ,6,44,0,0
CAMBUQUIRA,3110707,MG,5,45,0,0
CAMBUÍ,3110608,MG,10,38,0,0
CAMBÉ,4103701,PR,8,47,0,0
CAMETÁ,1502103,PA,2,75,0,0
CAMOCIM,2302602,CE,8,72,0,0
CAMOCIM DE SÃO FÉLIX,2603504,PE,14,46,0,0
CAMPANHA,3110905,MG,8,49,0,0
CAMPANÁRIO,3110806,MG,4,48,0,0
CAMPESTRE,2701357,AL,8,43,0,0
CAMPESTRE,3111002,MG,9,52,0,0
CAMPESTRE DA SERRA,4303673,RS,9,43,0,0
CAMPESTRE DE GOIÁS,5204607,GO,12,39,0,0
CAMPESTRE DO MARANHÃO,2102556,MA,6,43,0,0
CAMPINA DA LAGOA,4103909,PR,11,40,0,0
CAMPINA DAS MISSÕES,4303707,RS,4,51,0,0
CAMPINA DO MONTE ALEGRE,3509452,SP,7,40,0,0
CAMPINA DO SIMÃO,4103958,PR,4,45,0,0
CAMPINA GRANDE,2504009,PB,12,102,0,0
CAMPINA GRANDE DO SUL,4104006,PR,4,51,0,0
CAMPINA VERDE,3111101,MG,12,47,0,0
CAMPINAS,3509502,SP,11,159,0,0
CAMPINAS DO PIAUÍ,2202109,PI,10,42,0,0
CAMPINAS DO SUL,4303806,RS,8,43,0,0
CAMPINAÇU,5204656,GO,9,43,0,0
CAMPINORTE,5204706,GO,0,49,0,0
CAMPINÁPOLIS,5102603,MT,6,43,0,0
CAMPO ALEGRE,2701407,AL,12,59,0,0
CAMPO ALEGRE,4203303,SC,11,40,0,0
CAMPO ALEGRE DE GOIÁS,5204805,GO,5,45,0,0
CAMPO ALEGRE DE LOURDES,2905909,BA,6,53,0,0
CAMPO ALEGRE DO FIDALGO,2202117,PI,12,40,0,0
CAMPO AZUL,3111150,MG,9,42,0,0
CAMPO BELO,3111200,MG,13,61,0,0
CAMPO BELO DO SUL,4203402,SC,5,47,0,0
CAMPO BOM,4303905,RS,4,52,0,0
CAMPO BONITO,4104055,PR,2,50,0,0
CAMPO DO BRITO,2801009,SE,12,46,0,0
CAMPO DO MEIO,3111309,MG,5,42,0,0
CAMPO DO TENENTE,4104105,PR,10,40,0,0
CAMPO ERÊ,4203501,SC,10,43,0,0
CAMPO FLORIDO,3111408,MG,9,42,0,0
CAMPO FORMOSO,2906006,BA,8,67,0,0
CAMPO GRANDE,2401305,RN,15,37,0,0
CAMPO GRANDE,2701506,AL,10,42,0,0
CAMPO GRANDE,5002704,MS,15,127,0,0
CAMPO GRANDE DO PIAUÍ,2202133,PI,14,39,0,0
CAMPO LARGO,4104204,PR,11,51,0,0
CAMPO LARGO DO PIAUÍ,2202174,PI,13,39,0,0
CAMPO LIMPO DE GOIÁS,5204854,GO,3,47,0,0
CAMPO LIMPO PAULISTA,3509601,SP,15,51,0,0
CAMPO MAGRO,4104253,PR,4,50,0,0
CAMPO MAIOR,2202208,PI,11,56,0,0
CAMPO MOURÃO,4104303,PR,8,62,0,0
CAMPO NOVO,4304002,RS,3,48,0,0
CAMPO NOVO DE RONDÔNIA,1100700,RO,6,41,0,0
CAMPO NOVO DO PARECIS,5102637,MT,5,47,0,0
CAMPO REDONDO,2402105,RN,12,40,0,0
CAMPO VERDE,5102678,MT,7,56,0,0
CAMPOS ALTOS,3111507,MG,11,39,0,0
CAMPOS BELOS,5204904,GO,7,49,0,0
CAMPOS BORGES,4304101,RS,8,44,0,0
CAMPOS DE JÚLIO,5102686,MT,14,39,0,0
CAMPOS DO JORDÃO,3509700,SP,4,61,0,0
CAMPOS DOS GOYTACAZES,3301009,RJ,9,110,0,0
CAMPOS GERAIS,3111606,MG,9,49,0,0
CAMPOS LINDOS,1703842,TO,5,46,0,0
CAMPOS NOVOS,4203600,SC,1,53,0,0
CAMPOS NOVOS PAULISTA,3509809,SP,8,42,0,0
CAMPOS SALES,2302701,CE,14,49,0,0
CAMPOS VERDES,5204953,GO,8,43,0,0
CAMUTANGA,2603603,PE,7,45,0,0
CANA VERDE,3111903,MG,3,47,0,0
CANABRAVA DO NORTE,5102694,MT,5,44,0,0
CANANÉIA,3509908,SP,6,43,0,0
CANAPI,2701605,AL,2,52,0,0
CANARANA,2906204,BA,6,53,0,0
CANARANA,5102702,MT,8,47,0,0
CANAS,3509957,SP,0,48,0,0
CANAVIEIRA,2202251,PI,17,34,0,0
CANAVIEIRAS,2906303,BA,10,48,0,0
CANAÃ,3111705,MG,7,44,0,0
CANAÃ DOS CARAJÁS,1502152,PA,6,52,0,0
CANDEAL,2906402,BA,3,46,0,0
CANDEIAS,2906501,BA,21,58,0,0
CANDEIAS,3112000,MG,4,47,0,0
CANDEIAS DO JAMARI,1100809,RO,5,43,0,0
CANDELÁRIA,4304200,RS,11,55,0,0
CANDIBA,2906600,BA,8,46,0,0
CANDIOTA,4304358,RS,9,40,0,0
CANDÓI,4104428,PR,3,45,0,1
CANELA,4304408,RS,7,50,0,0
CANELINHA,4203709,SC,7,45,0,0
CANGUARETAMA,2402204,RN,12,52,0,0
CANGUÇU,4304507,RS,3,76,0,0
CANHOBA,2801108,SE,9,42,0,0
CANHOTINHO,2603702,PE,7,49,0,0
CANINDÉ,2302800,CE,11,68,0,0
CANINDÉ DE SÃO FRANCISCO,2801207,SE,2,54,0,0
CANITAR,3510153,SP,6,44,0,0
CANOAS,4304606,RS,3,102,0,0
CANOINHAS,4203808,SC,11,47,0,0
CANSANÇÃO,2906808,BA,2,63,0,0
CANTAGALO,3112059,MG,7,43,0,0
CANTAGALO,3301108,RJ,6,52,0,0
CANTAGALO,4104451,PR,6,43,0,0
CANTANHEDE,2102705,MA,9,49,0,0
CANTO DO BURITI,2202307,PI,7,53,0,0
CANTÁ,1400175,RR,12,37,0,0
CANUDOS,2906824,BA,7,50,0,0
CANUDOS DO VALE,4304614,RS,9,42,0,0
CANUTAMA,1300904,AM,13,39,0,0
CANÁPOLIS,2906105,BA,9,42,0,0
CANÁPOLIS,3111804,MG,4,48,0,0
CAPANEMA,1502202,PA,10,60,0,0
CAPANEMA,4104501,PR,3,51,0,0
CAPARAÓ,3112109,MG,1,48,0,0
CAPELA,2701704,AL,11,47,0,0
CAPELA,2801306,SE,12,54,0,0
CAPELA DE SANTANA,4304689,RS,7,40,0,0
CAPELA DO ALTO,3510302,SP,8,47,0,0
CAPELA DO ALTO ALEGRE,2906857,BA,4,49,0,0
CAPELA NOVA,3112208,MG,4,46,0,0
CAPELINHA,3112307,MG,4,60,0,0
CAPETINGA,3112406,MG,10,40,0,0
CAPIM,2504033,PB,6,44,0,0
CAPIM BRANCO,3112505,MG,7,42,0,0
CAPIM GROSSO,2906873,BA,10,52,0,0
CAPINZAL,4203907,SC,4,47,0,0
CAPINZAL DO NORTE,2102754,MA,10,41,0,0
CAPINÓPOLIS,3112604,MG,7,50,0,0
CAPISTRANO,2302909,CE,10,49,0,0
CAPITÃO,4304697,RS,6,46,0,0
CAPITÃO ANDRADE,3112653,MG,8,41,0,0
CAPITÃO DE CAMPOS,2202406,PI,9,41,0,0
CAPITÃO ENÉAS,3112703,MG,7,42,0,0
CAPITÃO GERVÁSIO OLIVEIRA,2202455,PI,5,47,0,0
CAPITÃO LEÔNIDAS MARQUES,4104600,PR,9,42,0,0
CAPITÃO POÇO,1502301,PA,14,50,0,0
CAPITÓLIO,3112802,MG,5,46,0,0
CAPIVARI,3510401,SP,6,61,0,0
CAPIVARI DE BAIXO,4203956,SC,3,53,0,0
CAPIVARI DO SUL,4304671,RS,13,37,0,0
CAPIXABA,1200179,AC,7,42,0,0
CAPOEIRAS,2603801,PE,7,48,0,0
CAPUTIRA,3112901,MG,6,46,0,0
CAPÃO ALTO,4203253,SC,7,44,0,0
CAPÃO BONITO,3510203,SP,7,51,0,0
CAPÃO BONITO DO SUL,4304622,RS,9,42,0,0
CAPÃO DA CANOA,4304630,RS,7,49,0,0
CAPÃO DO CIPÓ,4304655,RS,7,45,0,0
CAPÃO DO LEÃO,4304663,RS,5,50,0,0
CARACARAÍ,1400209,RR,4,53,0,0
CARACOL,2202505,PI,9,42,0,0
CARACOL,5002803,MS,9,42,0,0
CARAGUATATUBA,3510500,SP,9,65,0,0
CARAMBEÍ,4104659,PR,6,48,0,0
CARANAÍBA,3113107,MG,1,50,0,0
CARANDAÍ,3113206,MG,9,50,0,0
CARANGOLA,3113305,MG,5,63,0,0
CARAPEBUS,3300936,RJ,6,46,0,0
CARAPICUÍBA,3510609,SP,8,85,0,0
CARATINGA,3113404,MG,9,71,0,0
CARAUARI,1301001,AM,13,42,0,0
CARAVELAS,2906907,BA,6,50,0,0
CARAZINHO,4304705,RS,3,62,0,0
CARAÁ,4304713,RS,3,48,0,0
CARAÍ,3113008,MG,6,49,0,0
CARAÍBAS,2906899,BA,5,48,0,0
CARAÚBAS,2402303,RN,8,51,0,0
CARAÚBAS,2504074,PB,3,49,0,0
CARAÚBAS DO PIAUÍ,2202539,PI,8,44,0,0
CARBONITA,3113503,MG,5,46,0,0
CARDEAL DA SILVA,2907004,BA,14,36,0,0
CARDOSO,3510708,SP,8,44,0,0
CARDOSO MOREIRA,3301157,RJ,9,39,0,0
CAREAÇU,3113602,MG,9,40,0,0
CAREIRO,1301100,AM,6,52,0,0
CAREIRO DA VÁRZEA,1301159,AM,11,43,0,0
CARIACICA,3201308,ES,4,97,0,0
CARIDADE,2303006,CE,6,51,0,0
CARIDADE DO PIAUÍ,2202554,PI,6,46,0,0
CARINHANHA,2907103,BA,7,53,0,0
CARIRA,2801405,SE,12,48,0,0
CARIRI DO TOCANTINS,1703867,TO,9,39,0,0
CARIRIAÇU,2303204,CE,8,54,0,0
CARIRÉ,2303105,CE,6,58,0,0
CARIÚS,2303303,CE,17,44,0,0
CARLINDA,5102793,MT,6,42,0,0
CARLOS BARBOSA,4304804,RS,6,50,0,0
CARLOS CHAGAS,3113701,MG,6,48,0,0
CARLOS GOMES,4304853,RS,5,47,0,0
