nome_municipio,codigo_ibge,SG_UF,FEMININO,MASCULINO,NÃO DIVULGÁVEL,NÃO INFORMADO
SANTA CECÍLIA DO SUL,4316733,RS,7,45,0,0
SANTA CLARA D'OESTE,3546108,SP,4,49,0,0
SANTA CLARA DO SUL,4316758,RS,11,41,0,0
SANTA CRUZ,2411205,RN,11,45,0,0
SANTA CRUZ,2513208,PB,7,47,0,0
SANTA CRUZ,2612455,PE,16,38,0,0
SANTA CRUZ CABRÁLIA,2927705,BA,8,46,0,0
SANTA CRUZ DA BAIXA VERDE,2612471,PE,5,44,0,0
SANTA CRUZ DA CONCEIÇÃO,3546207,SP,8,43,0,0
SANTA CRUZ DA ESPERANÇA,3546256,SP,6,44,0,0
SANTA CRUZ DA VITÓRIA,2927804,BA,13,39,0,0
SANTA CRUZ DAS PALMEIRAS,3546306,SP,9,51,0,0
SANTA CRUZ DE GOIÁS,5219209,GO,3,48,0,0
SANTA CRUZ DE MINAS,3157336,MG,1,45,0,0
SANTA CRUZ DE MONTE CASTELO,4123303,PR,1,48,0,0
SANTA CRUZ DE SALINAS,3157377,MG,6,45,0,0
SANTA CRUZ DO ARARI,1506401,PA,14,33,0,0
SANTA CRUZ DO CAPIBARIBE,2612505,PE,7,74,0,1
SANTA CRUZ DO ESCALVADO,3157401,MG,8,41,0,0
SANTA CRUZ DO PIAUÍ,2209104,PI,8,42,0,0
SANTA CRUZ DO RIO PARDO,3546405,SP,5,60,0,0
SANTA CRUZ DO SUL,4316808,RS,10,76,0,0
SANTA CRUZ DO XINGU,5107743,MT,11,40,0,0
SANTA CRUZ DOS MILAGRES,2209153,PI,6,45,0,0
SANTA EFIGÊNIA DE MINAS,3157500,MG,7,43,0,0
SANTA ERNESTINA,3546504,SP,2,49,0,0
SANTA FILOMENA,2209203,PI,2,51,0,0
SANTA FILOMENA,2612554,PE,6,46,0,0
SANTA FILOMENA DO MARANHÃO,2109759,MA,13,38,0,0
SANTA FÉ,4123402,PR,18,30,0,0
SANTA FÉ DE GOIÁS,5219258,GO,7,42,0,0
SANTA FÉ DE MINAS,3157609,MG,6,46,0,0
SANTA FÉ DO ARAGUAIA,1718865,TO,7,44,0,0
SANTA FÉ DO SUL,3546603,SP,6,48,0,0
SANTA GERTRUDES,3546702,SP,0,50,0,0
SANTA HELENA,2109809,MA,3,49,0,0
SANTA HELENA,2513307,PB,14,40,0,0
SANTA HELENA,4123501,PR,10,42,0,0
SANTA HELENA,4215554,SC,1,50,0,0
SANTA HELENA DE GOIÁS,5219308,GO,7,58,0,0
SANTA HELENA DE MINAS,3157658,MG,10,42,0,0
SANTA INÊS,2109908,MA,19,62,0,0
SANTA INÊS,2513356,PB,6,47,0,0
SANTA INÊS,2927903,BA,2,48,0,0
SANTA INÊS,4123600,PR,12,40,0,0
SANTA ISABEL,3546801,SP,8,62,0,0
SANTA ISABEL,5219357,GO,12,40,0,0
SANTA ISABEL DO IVAÍ,4123709,PR,6,46,0,0
SANTA ISABEL DO PARÁ,1506500,PA,5,64,0,0
SANTA ISABEL DO RIO NEGRO,1303601,AM,10,43,0,0
SANTA IZABEL DO OESTE,4123808,PR,11,41,0,0
SANTA JULIANA,3157708,MG,4,45,0,0
SANTA LEOPOLDINA,3204500,ES,7,47,0,0
SANTA LUZ,2209302,PI,5,47,0,0
SANTA LUZIA,2110005,MA,13,62,0,0
SANTA LUZIA,2513406,PB,5,55,0,0
SANTA LUZIA,2928059,BA,1,51,0,0
SANTA LUZIA,3157807,MG,12,74,0,0
SANTA LUZIA DO ITANHY,2806305,SE,3,46,0,0
SANTA LUZIA DO NORTE,2707909,AL,4,45,0,0
SANTA LUZIA DO OESTE,1100296,RO,2,48,0,0
SANTA LUZIA DO PARUÁ,2110039,MA,6,53,0,0
SANTA LUZIA DO PARÁ,1506559,PA,8,48,0,0
SANTA LÚCIA,3546900,SP,3,46,0,0
SANTA LÚCIA,4123824,PR,8,44,0,0
SANTA MARGARIDA,3157906,MG,2,57,0,0
SANTA MARGARIDA DO SUL,4316972,RS,2,49,0,0
SANTA MARIA,2409332,RN,5,47,0,0
SANTA MARIA,4316907,RS,24,83,0,0
SANTA MARIA DA BOA VISTA,2612604,PE,5,56,0,0
SANTA MARIA DA SERRA,3547007,SP,1,52,0,0
SANTA MARIA DA VITÓRIA,2928109,BA,1,65,0,0
SANTA MARIA DAS BARREIRAS,1506583,PA,8,46,0,0
SANTA MARIA DE ITABIRA,3158003,MG,7,42,0,0
SANTA MARIA DE JETIBÁ,3204559,ES,4,61,0,0
SANTA MARIA DO CAMBUCÁ,2612703,PE,1,51,0,0
SANTA MARIA DO HERVAL,4316956,RS,8,43,0,0
SANTA MARIA DO OESTE,4123857,PR,9,40,0,0
SANTA MARIA DO PARÁ,1506609,PA,6,52,0,0
SANTA MARIA DO SALTO,3158102,MG,6,46,0,0
SANTA MARIA DO SUAÇUÍ,3158201,MG,5,46,0,0
SANTA MARIA DO TOCANTINS,1718881,TO,8,43,0,0
SANTA MARIA MADALENA,3304607,RJ,1,50,0,0
SANTA MARIANA,4123907,PR,7,45,0,0
SANTA MERCEDES,3547106,SP,7,44,0,0
SANTA MÔNICA,4123956,PR,6,46,0,0
SANTA QUITÉRIA,2312205,CE,7,67,0,0
SANTA QUITÉRIA DO MARANHÃO,2110104,MA,17,42,0,0
SANTA RITA,2110203,MA,4,59,0,0
SANTA RITA,2513703,PB,13,80,0,0
SANTA RITA D'OESTE,3547403,SP,5,46,0,0
SANTA RITA DE CALDAS,3159209,MG,12,41,0,0
SANTA RITA DE CÁSSIA,2928406,BA,2,57,0,0
SANTA RITA DE IBITIPOCA,3159407,MG,2,48,0,0
SANTA RITA DE JACUTINGA,3159308,MG,14,38,0,0
SANTA RITA DE MINAS,3159357,MG,7,44,0,0
SANTA RITA DO ARAGUAIA,5219407,GO,6,45,0,0
SANTA RITA DO ITUETO,3159506,MG,7,42,0,0
SANTA RITA DO NOVO DESTINO,5219456,GO,6,43,0,0
SANTA RITA DO PARDO,5007554,MS,12,38,0,0
SANTA RITA DO PASSA QUATRO,3547502,SP,5,48,0,0
SANTA RITA DO SAPUCAÍ,3159605,MG,7,55,0,0
SANTA RITA DO TOCANTINS,1718899,TO,7,44,0,0
SANTA RITA DO TRIVELATO,5107768,MT,9,43,0,0
SANTA ROSA,4317202,RS,13,67,0,0
SANTA ROSA DA SERRA,3159704,MG,4,48,0,0
SANTA ROSA DE GOIÁS,5219506,GO,11,41,0,0
SANTA ROSA DE LIMA,2806503,SE,13,39,0,0
SANTA ROSA DE LIMA,4215604,SC,6,46,0,0
SANTA ROSA DE VITERBO,3547601,SP,8,52,0,0
SANTA ROSA DO PIAUÍ,2209377,PI,3,49,0,0
SANTA ROSA DO PURUS,1200435,AC,9,42,0,0
SANTA ROSA DO SUL,4215653,SC,1,50,0,0
SANTA ROSA DO TOCANTINS,1718907,TO,14,38,0,0
SANTA SALETE,3547650,SP,10,42,0,0
SANTA TERESA,3204609,ES,6,56,0,0
SANTA TERESINHA,2513802,PB,11,41,0,0
SANTA TEREZA,4317251,RS,7,44,0,0
SANTA TEREZA DE GOIÁS,5219605,GO,7,44,0,0
SANTA TEREZA DO OESTE,4124020,PR,6,44,0,0
SANTA TEREZA DO TOCANTINS,1719004,TO,3,49,0,0
SANTA TEREZINHA,2612802,PE,4,48,0,0
SANTA TEREZINHA,2928505,BA,15,39,0,0
SANTA TEREZINHA,4215679,SC,4,46,0,0
SANTA TEREZINHA,5107776,MT,8,44,0,0
SANTA TEREZINHA DE GOIÁS,5219704,GO,6,47,0,0
SANTA TEREZINHA DE ITAIPU,4124053,PR,10,39,0,0
SANTA TEREZINHA DO PROGRESSO,4215695,SC,4,47,0,0
SANTA TEREZINHA DO TOCANTINS,1720002,TO,3,49,0,0
SANTA VITÓRIA,3159803,MG,5,53,0,0
SANTA VITÓRIA DO PALMAR,4317301,RS,10,55,0,0
SANTALUZ,2928000,BA,3,62,0,0
SANTANA,1600600,AP,12,57,0,0
SANTANA,2928208,BA,5,57,0,0
SANTANA DA BOA VISTA,4317004,RS,4,47,0,0
SANTANA DA PONTE PENSA,3547205,SP,4,47,0,0
SANTANA DA VARGEM,3158300,MG,3,46,0,0
SANTANA DE CATAGUASES,3158409,MG,4,47,0,0
SANTANA DE MANGUEIRA,2513505,PB,5,49,0,0
SANTANA DE PARNAÍBA,3547304,SP,5,74,0,0
SANTANA DE PIRAPAMA,3158508,MG,3,48,0,0
SANTANA DO ACARAÚ,2312007,CE,15,48,0,0
SANTANA DO ARAGUAIA,1506708,PA,10,59,0,0
SANTANA DO CARIRI,2312106,CE,11,49,0,0
SANTANA DO DESERTO,3158607,MG,2,47,0,0
SANTANA DO GARAMBÉU,3158706,MG,2,48,0,0
SANTANA DO IPANEMA,2708006,AL,8,47,0,0
SANTANA DO ITARARÉ,4124004,PR,1,48,0,0
SANTANA DO JACARÉ,3158805,MG,8,42,0,0
SANTANA DO LIVRAMENTO,4317103,RS,9,74,0,0
SANTANA DO MANHUAÇU,3158904,MG,5,45,0,0
SANTANA DO MARANHÃO,2110237,MA,13,38,0,0
SANTANA DO MATOS,2411403,RN,10,44,0,0
SANTANA DO MUNDAÚ,2708105,AL,11,39,0,0
SANTANA DO PARAÍSO,3158953,MG,5,49,0,0
SANTANA DO PIAUÍ,2209351,PI,7,45,0,0
SANTANA DO RIACHO,3159001,MG,13,37,0,0
SANTANA DO SERIDÓ,2411429,RN,5,47,0,0
SANTANA DO SÃO FRANCISCO,2806404,SE,3,47,0,0
SANTANA DOS GARROTES,2513604,PB,6,48,0,0
SANTANA DOS MONTES,3159100,MG,8,44,0,0
SANTANÓPOLIS,2928307,BA,3,50,0,0
SANTARÉM,1506807,PA,9,91,0,0
SANTARÉM,2513653,PB,6,47,0,0
SANTARÉM NOVO,1506906,PA,6,43,0,0
SANTIAGO,4317400,RS,10,63,0,0
SANTIAGO DO SUL,4215687,SC,11,39,0,0
SANTO AFONSO,5107263,MT,6,46,0,0
SANTO AMARO,2928604,BA,6,67,0,0
SANTO AMARO DA IMPERATRIZ,4215703,SC,6,48,0,0
SANTO AMARO DAS BROTAS,2806602,SE,6,44,0,0
SANTO AMARO DO MARANHÃO,2110278,MA,11,42,0,0
SANTO ANASTÁCIO,3547700,SP,9,46,0,0
SANTO ANDRÉ,2513851,PB,12,38,0,0
SANTO ANDRÉ,3547809,SP,11,101,0,0
SANTO ANTONIO DO CAIUÁ,4124202,PR,9,43,0,0
SANTO ANTÔNIO,2411502,RN,15,44,0,0
SANTO ANTÔNIO DA ALEGRIA,3547908,SP,8,44,0,0
SANTO ANTÔNIO DA BARRA,5219712,GO,5,45,0,0
SANTO ANTÔNIO DA PATRULHA,4317608,RS,8,57,0,0
SANTO ANTÔNIO DA PLATINA,4124103,PR,4,46,0,0
SANTO ANTÔNIO DAS MISSÕES,4317707,RS,6,46,0,0
SANTO ANTÔNIO DE GOIÁS,5219738,GO,6,45,0,0
SANTO ANTÔNIO DE JESUS,2928703,BA,4,68,0,0
SANTO ANTÔNIO DE LISBOA,2209401,PI,10,42,0,0
SANTO ANTÔNIO DE POSSE,3548005,SP,6,54,0,0
SANTO ANTÔNIO DE PÁDUA,3304706,RJ,7,60,0,0
SANTO ANTÔNIO DO AMPARO,3159902,MG,7,47,0,0
SANTO ANTÔNIO DO ARACANGUÁ,3548054,SP,3,46,0,0
SANTO ANTÔNIO DO AVENTUREIRO,3160009,MG,2,50,0,0
SANTO ANTÔNIO DO DESCOBERTO,5219753,GO,6,65,0,0
SANTO ANTÔNIO DO GRAMA,3160108,MG,3,46,0,0
SANTO ANTÔNIO DO ITAMBÉ,3160207,MG,4,47,0,0
SANTO ANTÔNIO DO IÇÁ,1303700,AM,7,49,0,0
SANTO ANTÔNIO DO JACINTO,3160306,MG,7,45,0,0
SANTO ANTÔNIO DO JARDIM,3548104,SP,8,42,0,0
SANTO ANTÔNIO DO LESTE,5107792,MT,4,47,0,0
SANTO ANTÔNIO DO LEVERGER,5107800,MT,4,53,0,0
SANTO ANTÔNIO DO MONTE,3160405,MG,3,53,0,0
SANTO ANTÔNIO DO PALMA,4317558,RS,12,40,0,0
SANTO ANTÔNIO DO PARAÍSO,4124301,PR,4,46,0,0
SANTO ANTÔNIO DO PINHAL,3548203,SP,13,36,0,0
SANTO ANTÔNIO DO PLANALTO,4317756,RS,7,45,0,0
SANTO ANTÔNIO DO RETIRO,3160454,MG,5,44,0,0
SANTO ANTÔNIO DO RIO ABAIXO,3160504,MG,10,41,0,0
SANTO ANTÔNIO DO SUDOESTE,4124400,PR,9,52,0,0
SANTO ANTÔNIO DO TAUÁ,1507003,PA,9,42,0,0
SANTO ANTÔNIO DOS LOPES,2110302,MA,7,47,0,0
SANTO ANTÔNIO DOS MILAGRES,2209450,PI,7,46,0,0
SANTO AUGUSTO,4317806,RS,10,41,0,0
SANTO CRISTO,4317905,RS,10,42,0,0
SANTO ESTEVÃO,2928802,BA,4,68,0,0
SANTO EXPEDITO,3548302,SP,3,47,0,0
SANTO EXPEDITO DO SUL,4317954,RS,8,44,0,0
SANTO HIPÓLITO,3160603,MG,5,44,0,0
SANTO INÁCIO,4124509,PR,13,39,0,0
SANTO INÁCIO DO PIAUÍ,2209500,PI,1,51,0,0
SANTO ÂNGELO,4317509,RS,8,74,0,0
SANTOS,3548500,SP,12,95,0,0
SANTOS DUMONT,3160702,MG,4,54,0,0
SANTÓPOLIS DO AGUAPEÍ,3548401,SP,9,41,0,0
SAPEAÇU,2929602,BA,2,58,0,0
SAPEZAL,5107875,MT,12,38,0,0
SAPIRANGA,4319901,RS,12,59,0,0
SAPOPEMA,4126207,PR,7,44,0,0
SAPUCAIA,1507755,PA,8,41,0,0
SAPUCAIA,3305406,RJ,9,47,0,0
SAPUCAIA DO SUL,4320008,RS,6,61,0,0
SAPUCAÍ-MIRIM,3165404,MG,2,48,0,0
SAPÉ,2515302,PB,12,62,0,0
SAQUAREMA,3305505,RJ,8,45,0,0
SARANDI,4126256,PR,5,53,0,0
SARANDI,4320107,RS,5,43,0,0
SARAPUÍ,3551108,SP,9,44,0,0
SARDOÁ,3165503,MG,4,46,0,0
SARUTAIÁ,3551207,SP,1,52,0,0
SARZEDO,3165537,MG,6,42,0,0
SATUBA,2708907,AL,15,34,0,0
SATUBINHA,2111722,MA,8,42,0,0
SAUBARA,2929750,BA,4,42,0,0
SAUDADE DO IGUAÇU,4126272,PR,12,40,0,0
SAUDADES,4217303,SC,7,45,0,0
SAÚDE,2929800,BA,13,37,0,0
SCHROEDER,4217402,SC,4,45,0,0
SEABRA,2929909,BA,16,50,0,0
SEARA,4217501,SC,6,54,0,0
SEBASTIANÓPOLIS DO SUL,3551306,SP,9,45,0,0
SEBASTIÃO BARROS,2210623,PI,3,49,0,0
SEBASTIÃO LARANJEIRAS,2930006,BA,7,45,0,0
SEBASTIÃO LEAL,2210631,PI,13,38,0,1
SEBERI,4320206,RS,8,44,0,0
SEDE NOVA,4320230,RS,7,45,0,0
SEGREDO,4320263,RS,5,47,0,0
SELBACH,4320305,RS,11,41,0,0
SELVÍRIA,5007802,MS,1,49,0,0
SEM PEIXE,3165560,MG,3,47,0,0
SENA MADUREIRA,1200500,AC,4,56,0,0
SENADOR ALEXANDRE COSTA,2111748,MA,14,36,0,0
SENADOR AMARAL,3165578,MG,8,43,0,0
SENADOR CANEDO,5220454,GO,4,66,0,0
SENADOR CORTES,3165602,MG,10,42,0,0
SENADOR ELÓI DE SOUZA,2413102,RN,10,40,0,0
SENADOR FIRMINO,3165701,MG,6,45,0,0
SENADOR GEORGINO AVELINO,2413201,RN,20,32,0,0
SENADOR GUIOMARD,1200450,AC,12,41,0,0
SENADOR JOSÉ BENTO,3165800,MG,5,46,0,0
SENADOR JOSÉ PORFÍRIO,1507805,PA,15,34,0,0
SENADOR LA ROCQUE,2111763,MA,28,27,0,0
SENADOR MODESTINO GONÇALVES,3165909,MG,10,38,0,0
SENADOR POMPEU,2312700,CE,12,52,0,0
SENADOR RUI PALMEIRA,2708956,AL,8,42,0,0
SENADOR SALGADO FILHO,4320321,RS,9,42,0,0
SENADOR SÁ,2312809,CE,16,35,0,0
SENGÉS,4126306,PR,7,50,0,0
SENHOR DO BONFIM,2930105,BA,6,69,0,0
SENHORA DE OLIVEIRA,3166006,MG,5,45,0,0
SENHORA DO PORTO,3166105,MG,2,49,0,0
SENHORA DOS REMÉDIOS,3166204,MG,4,45,0,0
SENTINELA DO SUL,4320354,RS,8,41,0,0
SENTO SÉ,2930204,BA,5,61,0,0
SERAFINA CORRÊA,4320404,RS,7,44,0,0
SERICITA,3166303,MG,8,44,0,0
SERINGUEIRAS,1101500,RO,4,41,0,1
SERITINGA,3166402,MG,3,46,0,0
SEROPÉDICA,3305554,RJ,4,47,0,0
SERRA,3205002,ES,10,104,0,0
SERRA ALTA,4217550,SC,8,44,0,0
SERRA AZUL,3551405,SP,6,43,0,0
SERRA AZUL DE MINAS,3166501,MG,6,43,0,0
SERRA BRANCA,2515500,PB,4,52,0,0
SERRA CAIADA,2410306,RN,9,43,0,0
SERRA DA RAIZ,2515609,PB,1,51,0,0
SERRA DA SAUDADE,3166600,MG,3,48,0,0
SERRA DE SÃO BENTO,2413300,RN,13,39,0,0
SERRA DO MEL,2413359,RN,8,40,0,0
SERRA DO NAVIO,1600055,AP,7,43,0,0
SERRA DO RAMALHO,2930154,BA,8,57,0,0
SERRA DO SALITRE,3166808,MG,4,44,0,0
SERRA DOS AIMORÉS,3166709,MG,6,47,0,0
SERRA DOURADA,2930303,BA,13,45,0,0
SERRA GRANDE,2515708,PB,6,46,0,0
SERRA NEGRA,3551603,SP,10,50,0,0
SERRA NEGRA DO NORTE,2413409,RN,15,36,0,0
SERRA NOVA DOURADA,5107883,MT,5,47,0,0
SERRA PRETA,2930402,BA,9,47,0,0
SERRA REDONDA,2515807,PB,4,45,0,0
SERRA TALHADA,2613909,PE,5,74,0,0
SERRANA,3551504,SP,13,51,0,0
SERRANIA,3166907,MG,5,46,0,0
SERRANO DO MARANHÃO,2111789,MA,11,38,0,0
SERRANOS,3167004,MG,4,46,0,0
SERRANÓPOLIS,5220504,GO,11,41,0,0
SERRANÓPOLIS DE MINAS,3166956,MG,3,46,0,0
SERRANÓPOLIS DO IGUAÇU,4126355,PR,8,42,0,0
SERRARIA,2515906,PB,11,38,0,0
SERRINHA,2413508,RN,8,43,0,0
SERRINHA,2930501,BA,12,65,0,0
SERRINHA DOS PINTOS,2413557,RN,12,40,0,0
SERRITA,2614006,PE,4,54,0,0
SERRO,3167103,MG,8,42,0,0
SERROLÂNDIA,2930600,BA,9,41,0,0
SERTANEJA,4126405,PR,11,40,0,0
SERTANÓPOLIS,4126504,PR,11,37,0,0
SERTÂNIA,2614105,PE,8,56,0,0
SERTÃO,4320503,RS,1,50,0,0
SERTÃO SANTANA,4320552,RS,9,43,0,0
SERTÃOZINHO,2515930,PB,11,41,0,0
SERTÃOZINHO,3551702,SP,9,74,0,0
SETE BARRAS,3551801,SP,5,43,0,0
SETE DE SETEMBRO,4320578,RS,15,37,0,0
SETE LAGOAS,3167202,MG,8,76,0,0
SETE QUEDAS,5007703,MS,2,50,0,0
SETUBINHA,3165552,MG,5,42,0,0
SEVERIANO DE ALMEIDA,4320602,RS,5,46,0,0
SEVERIANO MELO,2413607,RN,4,49,0,0
SEVERÍNIA,3551900,SP,10,49,0,0
SIDERÓPOLIS,4217600,SC,4,47,0,0
SIDROLÂNDIA,5007901,MS,12,54,0,0
SIGEFREDO PACHECO,2210656,PI,10,42,0,0
SILVA JARDIM,3305604,RJ,8,45,0,0
SILVANÓPOLIS,1720655,TO,10,41,0,0
SILVEIRA MARTINS,4320651,RS,6,44,0,0
SILVEIRAS,3552007,SP,3,50,0,0
SILVEIRÂNIA,3167301,MG,3,49,0,0
SILVES,1304005,AM,5,43,0,0
SILVIANÓPOLIS,3167400,MG,20,31,0,0
SILVÂNIA,5220603,GO,7,43,0,0
SIMOLÂNDIA,5220686,GO,5,45,0,0
SIMONÉSIA,3167608,MG,12,43,0,0
SIMPLÍCIO MENDES,2210805,PI,5,49,0,0
SIMÃO DIAS,2807105,SE,10,58,0,0
SIMÃO PEREIRA,3167509,MG,4,45,0,0
SIMÕES,2210706,PI,7,45,0,0
SIMÕES FILHO,2930709,BA,7,56,0,0
SINIMBU,4320677,RS,7,41,0,0
SINOP,5107909,MT,6,69,0,0
SIQUEIRA CAMPOS,4126603,PR,5,43,0,0
SIRINHAÉM,2614204,PE,3,52,0,0
SIRIRI,2807204,SE,5,45,0,0
SOBRADINHO,2930774,BA,4,54,0,0
SOBRADINHO,4320701,RS,9,45,0,0
SOBRADO,2515971,PB,8,43,0,0
SOBRAL,2312908,CE,7,95,0,0
SOBRÁLIA,3167707,MG,10,40,0,0
SOCORRO,3552106,SP,6,43,0,0
SOCORRO DO PIAUÍ,2210904,PI,4,47,0,0
SOLEDADE,2516102,PB,12,44,0,0
SOLEDADE,4320800,RS,6,60,0,0
SOLEDADE DE MINAS,3167806,MG,4,44,0,0
SOLIDÃO,2614402,PE,10,42,0,0
SOLONÓPOLE,2313005,CE,4,54,0,0
SOLÂNEA,2516003,PB,12,49,0,0
SOMBRIO,4217709,SC,1,60,0,0
SONORA,5007935,MS,6,49,0,0
SOORETAMA,3205010,ES,3,45,0,0
SOROCABA,3552205,SP,8,93,0,0
SORRISO,5107925,MT,7,50,0,0
SOSSÊGO,2516151,PB,11,41,0,0
SOURE,1507904,PA,10,44,0,0
SOUSA,2516201,PB,4,71,0,0
SOUTO SOARES,2930808,BA,5,54,0,0
SUCUPIRA,1720853,TO,18,33,0,0
SUCUPIRA DO NORTE,2111904,MA,3,49,0,0
SUCUPIRA DO RIACHÃO,2111953,MA,12,39,0,0
SUD MENNUCCI,3552304,SP,5,48,0,0
SUL BRASIL,4217758,SC,8,44,0,0
SULINA,4126652,PR,3,49,0,0
SUMARÉ,3552403,SP,0,93,0,0
SUMIDOURO,3305703,RJ,3,47,0,0
SUMÉ,2516300,PB,6,53,0,0
SURUBIM,2614501,PE,15,49,0,0
SUSSUAPARA,2210938,PI,5,47,0,0
SUZANO,3552502,SP,8,87,0,0
SUZANÁPOLIS,3552551,SP,6,46,0,0
SÁTIRO DIAS,2929701,BA,9,51,0,0
SÃO BENEDITO,2312304,CE,16,55,0,0
SÃO BENEDITO DO RIO PRETO,2110401,MA,8,50,0,0
SÃO BENEDITO DO SUL,2612901,PE,2,50,0,0
SÃO BENTINHO,2513927,PB,6,46,0,0
SÃO BENTO,2110500,MA,7,57,0,0
SÃO BENTO,2513901,PB,12,53,0,0
SÃO BENTO ABADE,3160801,MG,2,46,0,0
SÃO BENTO DO NORTE,2411601,RN,14,38,0,0
SÃO BENTO DO SAPUCAÍ,3548609,SP,7,42,0,0
SÃO BENTO DO SUL,4215802,SC,8,52,0,0
SÃO BENTO DO TOCANTINS,1720101,TO,5,47,0,0
SÃO BENTO DO TRAIRÍ,2411700,RN,5,47,0,0
SÃO BENTO DO UNA,2613008,PE,7,60,0,0
SÃO BERNARDINO,4215752,SC,8,43,0,0
SÃO BERNARDO,2110609,MA,8,49,0,0
SÃO BERNARDO DO CAMPO,3548708,SP,5,129,0,0
SÃO BONIFÁCIO,4215901,SC,9,43,0,0
SÃO BORJA,4318002,RS,8,73,0,0
SÃO BRAZ DO PIAUÍ,2209559,PI,10,41,0,0
SÃO BRÁS,2708204,AL,6,46,0,0
SÃO BRÁS DO SUAÇUÍ,3160900,MG,7,43,0,0
SÃO CAETANO DE ODIVELAS,1507102,PA,5,52,0,0
SÃO CAETANO DO SUL,3548807,SP,8,88,0,0
SÃO CAITANO,2613107,PE,3,58,0,0
SÃO CARLOS,3548906,SP,15,86,0,0
SÃO CARLOS,4216008,SC,9,42,0,0
SÃO CARLOS DO IVAÍ,4124608,PR,7,44,0,0
SÃO CRISTÓVÃO,2806701,SE,2,77,0,0
SÃO CRISTÓVÃO DO SUL,4216057,SC,6,46,0,0
SÃO DESIDÉRIO,2928901,BA,4,60,0,0
SÃO DOMINGOS,2806800,SE,2,50,0,0
SÃO DOMINGOS,2928950,BA,6,45,0,0
SÃO DOMINGOS,4216107,SC,10,41,0,0
SÃO DOMINGOS,5219803,GO,7,43,0,0
SÃO DOMINGOS DAS DORES,3160959,MG,4,46,0,0
SÃO DOMINGOS DE POMBAL,2513968,PB,18,34,0,0
SÃO DOMINGOS DO ARAGUAIA,1507151,PA,9,45,0,0
SÃO DOMINGOS DO AZEITÃO,2110658,MA,12,40,0,0
SÃO DOMINGOS DO CAPIM,1507201,PA,2,48,0,0
SÃO DOMINGOS DO CARIRI,2513943,PB,5,47,0,0
SÃO DOMINGOS DO MARANHÃO,2110708,MA,12,56,0,0
SÃO DOMINGOS DO NORTE,3204658,ES,6,42,0,0
SÃO DOMINGOS DO PRATA,3161007,MG,9,45,0,0
SÃO DOMINGOS DO SUL,4318051,RS,7,44,0,0
SÃO FELIPE,2929107,BA,7,52,0,0
SÃO FELIPE DO OESTE,1101484,RO,5,45,0,0
SÃO FERNANDO,2411809,RN,8,44,0,0
SÃO FIDÉLIS,3304805,RJ,0,61,0,0
SÃO FRANCISCO,2513984,PB,13,39,0,0
SÃO FRANCISCO,2806909,SE,7,45,0,0
SÃO FRANCISCO,3161106,MG,6,65,0,0
SÃO FRANCISCO,3549003,SP,3,47,0,0
SÃO FRANCISCO DE ASSIS,4318101,RS,7,54,0,0
SÃO FRANCISCO DE ASSIS DO PIAUÍ,2209658,PI,10,42,0,0
SÃO FRANCISCO DE GOIÁS,5219902,GO,4,45,0,0
SÃO FRANCISCO DE ITABAPOANA,3304755,RJ,6,58,0,0
SÃO FRANCISCO DE PAULA,3161205,MG,2,46,0,0
SÃO FRANCISCO DE PAULA,4318200,RS,3,50,0,0
SÃO FRANCISCO DE SALES,3161304,MG,17,35,0,0
SÃO FRANCISCO DO BREJÃO,2110856,MA,13,37,0,0
SÃO FRANCISCO DO CONDE,2929206,BA,14,51,0,0
SÃO FRANCISCO DO GLÓRIA,3161403,MG,3,48,0,0
SÃO FRANCISCO DO GUAPORÉ,1101492,RO,6,49,0,0
SÃO FRANCISCO DO MARANHÃO,2110906,MA,10,43,0,0
SÃO FRANCISCO DO OESTE,2411908,RN,8,44,0,0
SÃO FRANCISCO DO PARÁ,1507409,PA,5,43,0,0
SÃO FRANCISCO DO PIAUÍ,2209708,PI,4,47,0,0
SÃO FRANCISCO DO SUL,4216206,SC,2,49,0,0
SÃO FÉLIX,2929008,BA,6,44,0,0
SÃO FÉLIX DE BALSAS,2110807,MA,13,39,0,0
SÃO FÉLIX DE MINAS,3161056,MG,6,45,0,0
SÃO FÉLIX DO ARAGUAIA,5107859,MT,12,40,0,0
SÃO FÉLIX DO CORIBE,2929057,BA,2,54,0,0
SÃO FÉLIX DO PIAUÍ,2209609,PI,13,39,0,0
SÃO FÉLIX DO TOCANTINS,1720150,TO,9,41,0,0
SÃO FÉLIX DO XINGU,1507300,PA,9,61,0,0
SÃO GABRIEL,2929255,BA,7,52,0,0
SÃO GABRIEL,4318309,RS,10,68,0,0
SÃO GABRIEL DA CACHOEIRA,1303809,AM,9,51,0,0
SÃO GABRIEL DA PALHA,3204708,ES,3,55,0,0
SÃO GABRIEL DO OESTE,5007695,MS,8,48,0,0
SÃO GERALDO,3161502,MG,8,43,0,0
SÃO GERALDO DA PIEDADE,3161601,MG,2,49,0,0
SÃO GERALDO DO ARAGUAIA,1507458,PA,5,51,0,0
SÃO GERALDO DO BAIXIO,3161650,MG,0,51,0,0
SÃO GONÇALO,3304904,RJ,8,122,0,0
SÃO GONÇALO DO ABAETÉ,3161700,MG,1,53,0,0
SÃO GONÇALO DO AMARANTE,2312403,CE,4,64,0,0
